GENE        	noTX	1buff_12h	1buff_24h	1buff_48h	wnt3a_12h	wnt3a_24h	wnt3a_48h	wnt5a_12h	wnt5a_24h	wnt5a_48h
MIR103B2    	0	0	0	0	0	0	0	0	0	0
MIR105-1    	0	0	0	0	0	0	0	0	0	0
MIR105-2    	0	0	0	0	0	0	0	0	0	0
MIR106A     	0	0	0	0	0	0	0	0	0	0
MIR106B     	0	0	0	0	0	0	0	0	0	0
MIR107      	0	0	0	0	0	0	0	0	0	0
MIR10A      	0	0	0	0	0	0	0	0	0	0
MIR10B      	0	0	0	0	0	0	0	0	0	0
MIR1178     	0	0	0	0	0	0	108	0	0	0
MIR1179     	0	0	0	0	0	0	0	0	0	0
MIR1180     	0	0	0	0	0	0	0	0	0	0
MIR1181     	9875	5451	12452	8983	9840	1860	1287	2199	1645	1043
MIR1182     	1	0	3	5	4	9	15	9	4	3
MIR1184-1   	0	0	0	0	0	0	0	0	0	0
MIR1184-3   	0	0	0	0	0	0	0	0	0	0
MIR1185-1   	0	0	0	0	0	0	0	0	0	0
MIR1185-2   	0	0	0	0	0	0	0	0	0	0
MIR1193     	0	0	0	0	0	0	0	0	0	0
MIR1197     	0	0	0	0	0	0	0	0	0	0
MIR1200     	0	0	0	0	0	0	0	0	0	0
MIR1203     	0	0	0	0	0	0	0	0	0	0
MIR1204     	1145	0	1689	0	0	0	281	401	0	0
MIR1205     	0	0	0	0	0	0	0	0	0	0
MIR1206     	981	832	4343	2656	0	1512	721	0	683	4226
MIR1207     	0	0	0	0	0	0	0	0	0	0
MIR1208     	0	0	0	0	0	0	0	0	0	0
MIR122      	0	0	0	0	0	0	0	0	0	0
MIR1224     	0	0	0	0	0	0	0	0	0	0
MIR1225     	0	0	0	0	0	0	0	0	0	0
MIR1226     	0	0	0	0	0	0	0	0	0	0
MIR1227     	0	0	0	0	0	0	0	0	0	0
MIR1228     	0	0	0	0	0	0	0	0	0	0
MIR1229     	0	0	0	0	0	0	0	0	0	0
MIR1231     	0	0	0	0	0	0	0	0	0	0
MIR1233-1   	0	0	0	0	0	0	0	0	0	0
MIR1234     	0	0	0	0	0	0	0	0	0	0
MIR1236     	0	0	0	0	0	0	0	0	0	0
MIR1237     	0	0	0	0	0	0	0	0	0	0
MIR1238     	0	0	0	0	0	0	0	0	0	0
MIR124-1    	0	0	0	0	0	0	0	0	0	0
MIR124-2    	0	0	0	0	0	0	25	0	0	0
MIR124-3    	0	0	0	0	0	0	0	0	0	0
MIR1243     	0	0	0	0	0	0	0	0	0	0
MIR1244-1   	0	0	0	0	0	0	0	0	0	0
MIR1244-2   	0	0	135	0	0	0	90	128	85	87
MIR1244-3   	0	0	0	0	0	0	0	0	0	0
MIR1245     	0	0	0	0	0	0	0	0	220	0
MIR1245B    	0	0	0	0	0	0	0	0	0	0
MIR1246     	0	0	0	0	0	0	0	0	0	0
MIR1247     	41	12	0	0	0	10	0	43	19	39
MIR1248     	0	32	15	237	0	13	28	39	0	0
MIR1249     	0	0	0	0	0	0	0	0	0	0
MIR1250     	0	0	0	0	0	0	0	0	0	0
MIR1251     	0	0	0	0	957	0	0	0	0	0
MIR1252     	0	0	0	0	0	0	0	0	0	0
MIR1253     	0	0	0	0	0	0	0	0	0	0
MIR1256     	0	0	0	0	0	0	0	0	0	0
MIR1257     	0	0	0	0	0	0	0	0	0	0
MIR1258     	0	0	0	0	0	0	0	0	0	0
MIR125A     	0	0	0	0	0	0	0	0	0	0
MIR125B1    	0	0	0	311	0	0	0	0	0	0
MIR125B2    	0	0	0	0	0	0	0	0	0	0
MIR126      	0	0	0	0	0	0	0	0	0	0
MIR1260     	0	0	0	0	0	0	0	0	0	0
MIR1260B    	0	5	0	0	0	0	0	0	2	3
MIR1262     	0	0	0	0	0	0	0	0	0	0
MIR1264     	0	0	0	0	0	0	0	0	0	0
MIR1265     	0	0	0	0	0	0	0	0	0	0
MIR1266     	0	0	0	0	0	0	0	0	0	0
MIR127      	0	19	0	0	0	0	0	0	4	8
MIR1270-1   	0	0	0	0	0	0	0	0	0	0
MIR1270-2   	0	0	0	0	0	0	0	0	0	0
MIR1272     	0	0	0	0	0	0	0	0	0	0
MIR1275     	0	0	0	0	0	0	0	0	0	0
MIR1276     	0	0	0	0	0	88	0	0	0	0
MIR1277     	0	0	0	0	0	0	0	0	0	0
MIR1278     	0	0	0	0	0	0	0	0	0	0
MIR1279     	0	0	19	40	29	0	0	0	0	0
MIR128-1    	0	0	0	0	0	0	0	0	0	0
MIR128-2    	0	0	0	0	0	0	0	0	0	0
MIR1280     	0	0	0	0	0	0	0	0	0	0
MIR1281     	0	0	0	2151	0	0	0	0	0	0
MIR1282     	0	0	0	0	0	22	0	0	0	0
MIR1283-1   	0	0	0	0	0	0	0	0	0	0
MIR1283-2   	0	0	0	0	0	0	0	0	0	0
MIR1284     	0	0	0	0	0	0	0	0	0	0
MIR1286     	0	0	0	0	0	0	0	0	0	0
MIR1287     	0	0	0	0	0	0	4	0	0	0
MIR1288     	0	0	0	0	0	0	0	0	0	0
MIR1289-2   	0	0	0	0	0	0	0	0	0	0
MIR129-1    	0	0	0	0	0	0	0	0	0	0
MIR129-2    	0	0	0	0	0	0	0	0	0	0
MIR1291     	455	0	907	1397	451	53	536	287	254	392
MIR1292     	1264	1786	933	1141	2087	974	929	1329	1467	1513
MIR1293     	0	0	0	0	0	0	0	0	0	0
MIR1295     	0	0	0	0	0	0	0	0	0	0
MIR1296     	210	0	0	0	0	0	0	0	49	0
MIR1297     	0	0	0	0	0	0	0	0	0	0
MIR1298     	0	0	0	0	0	0	0	0	0	0
MIR1301     	0	0	0	0	0	0	0	0	0	0
MIR1304     	0	0	0	0	0	0	54	77	0	0
MIR1305     	193	0	0	0	0	0	0	0	0	138
MIR1306     	1	0	0	0	0	2	0	7	0	1
MIR1307     	0	0	8	0	19	5	6	0	4	0
MIR130A     	0	0	0	0	0	0	0	0	0	0
MIR130B     	0	0	0	0	0	0	0	0	0	0
MIR132      	0	0	0	0	0	0	34	0	0	0
MIR1322     	0	0	0	0	0	0	0	0	0	0
MIR1323     	0	0	0	0	0	0	0	0	0	0
MIR1324     	0	0	0	0	0	0	0	0	0	0
MIR133A1    	0	0	0	0	0	0	0	0	0	0
MIR133A2    	0	0	0	0	0	0	0	0	0	0
MIR133B     	0	0	0	0	0	0	0	0	0	0
MIR134      	0	0	0	0	0	0	0	0	0	0
MIR1343     	0	0	0	0	0	0	0	0	0	0
MIR135A1    	0	0	0	0	0	0	0	0	0	0
MIR135A2    	0	0	0	0	0	0	0	0	0	0
MIR135B     	0	0	0	0	0	0	0	0	0	0
MIR136      	0	0	0	0	0	0	0	0	0	0
MIR137      	0	0	0	0	0	0	0	0	0	0
MIR138-1    	0	0	0	0	0	0	0	0	0	0
MIR138-2    	0	0	0	0	0	0	0	0	0	0
MIR139      	0	0	0	0	0	0	0	0	0	0
MIR140      	0	0	0	0	0	0	0	0	0	0
MIR141      	0	0	0	0	0	0	0	0	0	0
MIR142      	0	0	0	0	0	0	0	0	0	0
MIR143      	0	0	0	0	0	0	0	0	0	0
MIR144      	0	0	0	0	0	0	0	0	0	0
MIR145      	0	0	0	0	0	0	0	0	0	0
MIR1468     	0	0	0	0	0	0	0	0	0	0
MIR1469     	0	0	0	0	0	0	0	0	0	0
MIR146A     	0	0	0	0	0	0	0	0	0	0
MIR146B     	0	0	0	0	0	0	0	0	0	0
MIR147      	0	0	0	0	0	0	0	0	0	0
MIR1470     	0	0	0	0	615	0	0	0	0	0
MIR1471     	0	0	0	0	0	0	0	0	0	0
MIR147B     	0	0	0	0	0	0	0	0	0	0
MIR148A     	0	0	0	0	0	0	0	0	0	0
MIR148B     	0	0	0	0	0	0	0	0	0	0
MIR149      	0	0	0	0	0	0	0	0	0	0
MIR150      	0	0	0	0	0	0	0	0	0	0
MIR152      	0	0	0	0	0	0	0	0	0	0
MIR153-1    	0	0	0	0	0	0	0	0	0	0
MIR153-2    	0	0	0	0	0	0	0	0	0	0
MIR1537     	0	0	0	0	0	0	0	0	0	0
MIR1538     	0	0	825	0	0	0	0	0	0	0
MIR1539     	0	0	0	0	0	0	0	0	0	0
MIR154      	0	0	0	0	0	0	0	0	0	0
MIR155      	0	0	0	0	0	0	0	0	0	0
MIR155HG    	0	0	0	0	0	0	0	0	0	0
MIR15A      	0	0	0	0	0	0	0	0	0	0
MIR15B      	0	0	0	95	0	0	0	0	37	0
MIR16-1     	0	0	0	0	0	0	0	0	0	0
MIR16-2     	0	0	0	234	0	0	0	409	0	0
MIR17       	0	0	0	0	0	0	0	0	0	0
MIR17HG     	2	2	2	2	2	2	3	2	2	3
MIR181A1    	0	0	0	0	0	0	0	0	0	0
MIR181A2    	0	0	0	0	0	0	0	0	0	0
MIR181A2HG  	0	0	0	0	0	0	0	0	0	0
MIR181B1    	0	0	0	0	0	0	0	0	67	0
MIR181B2    	0	0	0	0	0	0	0	0	0	0
MIR181C     	0	0	0	0	0	0	0	0	0	0
MIR181D     	0	0	0	0	0	0	0	0	0	0
MIR182      	0	0	0	0	0	0	0	0	0	0
MIR1827     	0	0	0	0	0	0	0	0	0	0
MIR183      	0	0	0	0	0	0	0	0	0	0
MIR184      	0	0	0	0	0	0	0	0	0	0
MIR185      	0	0	0	0	0	0	0	0	0	0
MIR186      	0	0	0	0	0	0	0	0	0	0
MIR187      	0	0	0	0	0	0	0	0	0	0
MIR188      	0	0	0	0	0	0	0	0	0	0
MIR18A      	0	0	0	0	0	0	0	0	0	0
MIR18B      	0	0	0	0	0	0	0	0	0	0
MIR190      	0	0	0	0	0	0	0	0	0	0
MIR1908     	0	0	0	0	0	0	0	0	0	0
MIR1909     	0	0	0	0	0	0	0	0	0	0
MIR190B     	0	0	0	0	0	0	0	0	0	0
MIR191      	0	0	0	0	0	0	0	0	0	0
MIR1910     	0	0	0	0	0	0	0	0	0	0
MIR1911     	0	0	0	0	0	0	0	0	0	0
MIR1912     	0	0	0	0	0	0	0	0	0	0
MIR1913     	0	0	611	0	0	0	203	0	0	0
MIR1914     	0	0	0	0	0	0	0	0	0	0
MIR1915     	0	468	0	0	0	0	0	0	0	0
MIR192      	0	0	0	0	0	0	0	0	0	0
MIR193A     	0	0	0	0	0	0	0	0	0	0
MIR193B     	0	0	0	0	0	0	0	0	0	0
MIR194-1    	0	0	0	0	0	0	0	0	0	0
MIR194-2    	0	0	0	0	0	0	0	0	0	0
MIR195      	0	0	0	0	0	0	0	0	0	0
MIR196A1    	0	0	0	0	0	0	0	0	0	0
MIR196A2    	0	0	0	0	0	0	0	0	0	0
MIR196B     	0	0	0	0	0	0	0	0	0	0
MIR197      	0	0	0	0	0	0	143	0	0	0
MIR1972-1   	0	0	0	0	0	0	0	0	0	0
MIR1973     	0	0	0	0	0	0	0	0	0	0
MIR1976     	0	0	0	0	0	0	0	0	0	0
MIR198      	147	76	44	33	87	87	56	104	10	120
MIR199A1    	0	0	0	0	0	0	0	0	0	0
MIR199A2    	0	0	0	0	0	0	0	0	0	0
MIR199B     	0	0	0	0	0	0	0	0	22	0
MIR19A      	0	0	0	0	0	0	0	0	0	0
MIR19B1     	0	0	0	0	0	0	0	0	0	0
MIR19B2     	0	0	0	0	0	0	0	0	0	0
MIR200A     	0	0	0	0	0	0	0	0	0	0
MIR200B     	0	0	0	0	0	0	0	0	0	0
MIR200C     	0	0	0	0	0	0	0	0	0	0
MIR202      	0	0	0	0	0	0	0	0	0	0
MIR203      	0	0	0	0	0	0	0	0	0	0
MIR204      	0	0	0	0	0	0	0	0	0	0
MIR205      	0	0	0	0	0	0	0	0	0	0
MIR2052     	0	0	0	0	0	0	0	0	0	0
MIR2053     	0	0	0	0	0	0	0	0	0	0
MIR2054     	0	0	0	0	0	0	0	0	0	0
MIR206      	0	0	0	0	0	0	0	0	0	0
MIR208A     	0	0	0	0	0	0	0	0	0	0
MIR208B     	0	0	0	0	0	0	0	0	0	0
MIR20A      	0	0	0	0	0	0	0	0	0	0
MIR20B      	0	0	0	0	0	0	0	0	661	0
MIR21       	0	0	271	886	0	0	0	258	0	0
MIR210      	0	0	0	0	0	0	0	0	0	0
MIR210HG    	1	0	1	0	1	1	0	0	1	0
MIR211      	0	0	0	0	0	0	0	0	0	0
MIR2110     	107	2	0	43	82	5	23	3	5	132
MIR2113     	0	0	0	0	0	0	0	0	0	0
MIR2114     	0	0	0	0	0	213	0	0	0	0
MIR2116     	0	0	0	0	0	0	0	0	0	0
MIR2117     	0	0	0	0	0	0	0	0	0	0
MIR212      	0	0	0	0	0	0	0	0	0	0
MIR214      	0	0	0	0	0	0	0	0	0	0
MIR215      	0	0	0	0	0	0	0	0	0	0
MIR216A     	0	0	0	0	0	0	0	0	0	0
MIR216B     	0	0	0	0	0	0	0	0	0	0
MIR217      	0	0	0	0	0	0	0	0	0	0
MIR218-1    	0	0	0	0	132	0	0	0	0	0
MIR218-2    	0	0	0	0	0	0	0	0	0	0
MIR219-1    	32	54	0	145	0	0	0	0	0	0
MIR219-2    	0	0	0	0	0	0	0	0	0	0
MIR22       	24	0	0	0	0	0	0	0	0	0
MIR221      	0	0	0	0	0	0	24	34	0	0
MIR222      	0	0	0	0	0	0	0	0	0	0
MIR223      	0	0	0	0	0	0	0	0	0	0
MIR2276     	0	0	0	0	0	0	0	0	0	0
MIR2277     	0	0	0	0	0	0	0	0	0	0
MIR2278     	0	0	0	0	0	0	0	0	0	0
MIR2355     	0	0	0	0	0	0	0	0	0	0
MIR2392     	0	0	0	0	0	0	0	0	0	0
MIR23A      	0	0	0	0	0	0	0	0	0	0
MIR23B      	0	0	0	0	0	0	0	0	0	0
MIR23C      	0	0	0	0	0	0	0	0	0	0
MIR24-1     	0	0	0	0	0	0	0	0	0	0
MIR24-2     	0	0	0	0	0	0	0	0	0	0
MIR2467     	0	0	0	0	0	0	0	0	0	0
MIR25       	0	183	0	292	0	0	238	0	0	78
MIR2681     	0	0	0	0	0	0	0	0	0	0
MIR2682     	0	0	0	0	0	0	0	0	0	0
MIR26A1     	0	0	0	0	0	0	0	0	0	0
MIR26A2     	0	183	0	0	0	0	0	0	0	0
MIR26B      	0	0	0	0	0	0	0	0	0	0
MIR27A      	0	0	0	0	0	0	0	0	0	0
MIR27B      	0	0	0	0	0	0	0	0	0	0
MIR2861     	0	0	0	0	0	0	0	0	0	56
MIR2909     	0	0	0	0	0	0	0	0	0	0
MIR296      	0	0	0	0	0	0	0	0	0	0
MIR2964A    	0	0	0	0	0	0	0	0	0	0
MIR298      	0	0	0	0	0	0	0	0	0	0
MIR299      	0	0	0	0	0	0	0	0	0	0
MIR29A      	0	0	0	0	0	0	0	0	0	0
MIR29B1     	0	0	0	0	0	0	0	0	0	0
MIR29B2     	0	0	0	0	0	0	0	0	0	0
MIR29C      	0	0	0	0	0	0	0	0	0	0
MIR300      	0	0	0	0	0	0	0	0	0	0
MIR301A     	0	0	0	0	0	0	0	0	0	0
MIR301B     	0	0	0	0	0	121	0	0	0	0
MIR302A     	0	0	0	0	0	0	0	0	0	0
MIR302B     	0	0	0	0	0	0	0	0	0	0
MIR302C     	0	0	0	0	0	0	0	0	0	0
MIR302D     	0	0	0	0	0	0	0	0	0	0
MIR302F     	0	0	0	0	0	0	0	0	0	0
MIR3064     	648	183	836	585	713	416	1270	908	827	1085
MIR3065     	0	0	0	0	0	0	0	0	0	0
MIR3074     	0	0	0	0	0	0	0	0	0	0
MIR30A      	0	0	0	0	0	0	0	0	371	0
MIR30B      	0	0	0	0	0	0	0	0	0	0
MIR30C1     	0	0	0	0	0	0	0	0	0	0
MIR30C2     	0	0	0	0	0	0	0	0	0	0
MIR30D      	0	0	321	262	239	0	0	0	0	0
MIR30E      	0	0	0	0	0	0	0	0	0	0
MIR31       	0	0	0	0	0	0	0	0	0	0
MIR3115     	0	0	0	0	0	0	0	0	0	0
MIR3117     	0	0	0	0	0	0	0	0	0	0
MIR3119-2   	0	0	0	0	0	0	0	0	0	0
MIR3120     	0	0	0	0	0	0	0	0	0	0
MIR3121     	0	0	0	0	0	0	0	0	0	0
MIR3122     	0	0	0	0	0	0	0	0	0	0
MIR3123     	0	0	0	0	0	0	0	0	0	0
MIR3124     	0	0	0	0	0	0	0	0	0	0
MIR3125     	158	0	0	0	0	0	0	0	0	0
MIR3126     	0	0	0	0	0	0	0	0	0	0
MIR3127     	0	0	0	0	0	0	0	0	0	0
MIR3128     	0	0	0	0	0	0	0	0	0	0
MIR3129     	0	0	0	0	0	0	0	0	0	0
MIR3130-1   	0	0	0	0	0	0	0	0	0	0
MIR3131     	0	0	0	0	0	0	0	0	0	0
MIR3132     	0	0	0	0	0	0	0	0	0	0
MIR3134     	0	0	0	0	0	0	0	0	0	0
MIR3136     	0	0	0	0	0	0	0	0	0	0
MIR3138     	0	0	0	0	0	0	0	0	0	0
MIR3140     	0	0	0	0	0	0	0	0	54	0
MIR3141     	0	0	0	0	0	0	0	0	0	0
MIR3142     	0	0	0	0	0	0	0	0	0	0
MIR3143     	0	0	0	0	0	0	0	0	0	0
MIR3145     	0	0	0	0	0	0	0	0	0	0
MIR3146     	0	0	0	0	0	0	0	0	205	0
MIR3147     	0	0	0	0	0	0	0	0	0	0
MIR3148     	0	0	0	0	0	0	0	0	0	0
MIR3150A    	0	0	0	0	0	0	0	0	0	0
MIR3150B    	0	0	0	0	0	0	0	0	0	0
MIR3151     	0	0	0	0	0	0	0	0	0	0
MIR3152     	0	0	0	0	0	0	0	0	0	0
MIR3153     	0	0	0	0	0	0	0	0	0	0
MIR3154     	0	0	0	0	0	0	0	0	0	0
MIR3155     	0	0	0	0	0	0	0	0	0	0
MIR3155B    	0	0	0	0	0	0	0	0	0	0
MIR3156-1   	0	0	0	0	0	0	0	0	0	0
MIR3156-2   	0	0	0	0	0	0	0	0	0	0
MIR3156-3   	0	0	0	0	0	0	0	0	0	0
MIR3157     	0	0	0	0	0	0	0	0	0	0
MIR3158-2   	0	0	0	0	0	0	0	0	0	0
MIR3160-1   	0	0	0	0	0	0	0	0	0	0
MIR3160-2   	0	0	0	0	0	0	0	0	0	0
MIR3162     	0	0	0	0	0	0	0	0	0	0
MIR3165     	0	0	0	0	0	0	0	0	0	0
MIR3167     	0	0	0	0	0	0	0	0	0	0
MIR3169     	0	0	0	0	0	0	0	0	0	0
MIR3170     	0	0	0	0	0	0	0	0	0	0
MIR3173     	0	0	0	0	0	0	0	0	0	0
MIR3175     	0	0	0	0	0	0	0	0	0	0
MIR3176     	0	0	0	0	0	0	0	0	0	0
MIR3177     	0	0	0	0	0	0	0	0	0	0
MIR3178     	0	0	0	0	0	0	0	0	0	0
MIR3179-1   	0	0	0	0	0	0	0	0	0	0
MIR3179-3   	0	0	0	0	0	0	0	0	0	0
MIR3180-1   	0	0	0	0	0	0	0	0	0	0
MIR3180-2   	0	0	0	0	0	0	0	0	0	0
MIR3180-3   	0	0	0	0	0	0	0	0	0	0
MIR3180-4   	0	0	0	0	0	0	0	0	0	0
MIR3180-5   	0	0	0	0	0	0	0	0	0	0
MIR3182     	0	0	0	0	0	0	0	0	0	0
MIR3183     	0	0	0	0	0	0	0	0	0	0
MIR3184     	0	0	0	0	0	0	0	0	0	0
MIR3185     	0	0	0	0	0	0	0	0	0	0
MIR3186     	0	0	0	0	0	0	0	0	0	146
MIR3187     	0	0	0	233	0	0	11	0	0	0
MIR3188     	0	0	0	0	0	0	0	0	0	0
MIR3189     	0	0	0	0	0	0	0	0	0	0
MIR3190     	0	0	0	0	0	0	0	0	0	0
MIR3191     	0	0	0	0	0	0	0	0	126	0
MIR3192     	0	0	0	0	0	0	0	0	0	0
MIR3193     	0	0	0	0	0	0	0	0	0	0
MIR3194     	0	0	0	0	0	0	0	0	0	0
MIR3196     	0	0	0	0	0	0	0	0	0	0
MIR3197     	0	0	0	0	0	0	0	0	0	0
MIR3198-1   	0	0	0	0	0	0	0	0	0	0
MIR3198-2   	29	24	23	34	23	67	102	36	36	71
MIR3199-1   	0	0	0	0	0	0	0	0	0	0
MIR3199-2   	0	0	0	0	0	0	0	0	0	0
MIR32       	0	0	0	0	0	0	0	0	0	0
MIR3200     	0	0	0	0	0	0	0	0	0	0
MIR3201     	0	0	0	0	0	0	0	0	0	0
MIR3202-1   	0	0	0	0	0	0	0	0	0	0
MIR3202-2   	0	0	0	0	0	0	0	0	0	0
MIR320A     	0	0	0	0	0	188	0	0	0	0
MIR320B1    	0	0	0	0	0	0	0	0	0	0
MIR320B2    	0	0	0	0	0	0	0	0	9	0
MIR320C1    	0	0	0	0	0	0	0	0	0	124
MIR320C2    	0	0	0	0	0	0	0	0	0	0
MIR320D1    	0	0	0	0	0	0	0	0	0	0
MIR320D2    	0	0	0	0	0	0	0	0	0	0
MIR320E     	0	0	0	0	0	0	0	0	0	0
MIR323      	0	0	0	0	0	0	0	0	0	0
MIR323B     	0	0	0	0	0	0	0	0	0	0
MIR324      	0	0	0	0	0	0	0	0	0	0
MIR326      	0	0	0	0	0	0	0	0	0	0
MIR328      	0	0	0	0	0	0	0	0	0	0
MIR329-1    	0	0	0	0	0	0	0	0	0	0
MIR329-2    	0	0	0	0	0	0	0	0	0	0
MIR330      	0	0	0	0	0	0	0	0	0	0
MIR331      	0	0	0	0	0	0	0	0	0	0
MIR335      	0	0	0	0	0	0	0	0	0	0
MIR337      	0	0	0	0	0	0	0	0	0	0
MIR338      	0	0	0	0	0	0	0	0	0	0
MIR339      	0	0	0	0	0	0	0	0	0	0
MIR33A      	0	0	0	0	0	0	0	0	0	0
MIR33B      	0	0	0	0	0	0	0	0	0	0
MIR340      	0	0	0	0	0	0	0	64	0	0
MIR345      	0	0	0	0	0	0	0	0	0	0
MIR346      	0	0	0	0	0	0	0	0	0	0
MIR34A      	0	0	0	0	0	0	0	0	0	0
MIR34B      	0	0	0	0	0	0	0	0	0	0
MIR34C      	0	0	0	0	0	0	0	0	0	0
MIR3529     	0	0	0	0	0	0	0	0	0	0
MIR3545     	0	0	0	0	0	0	0	0	0	0
MIR3591     	0	0	0	0	0	0	0	0	0	0
MIR3605     	0	0	0	0	0	0	0	0	0	0
MIR3606     	0	0	0	0	0	0	0	0	0	0
MIR3607     	0	0	0	0	0	0	0	155	0	106
MIR3609     	0	0	0	0	0	0	0	0	0	0
MIR3610     	0	4	0	4	0	1	12	1	1	3
MIR3612     	0	0	0	0	0	0	0	0	0	0
MIR3613     	0	0	0	0	0	0	0	0	0	0
MIR3614     	0	0	10	0	0	0	0	0	0	0
MIR3615     	40	18	21	44	50	3	8	1	4	0
MIR3616     	0	0	0	0	0	0	0	0	0	0
MIR3618     	0	0	0	0	0	0	0	0	0	0
MIR3619     	0	0	0	0	0	0	0	0	0	0
MIR362      	0	0	0	0	0	0	0	0	0	0
MIR3620     	0	0	0	0	0	0	0	0	0	0
MIR3621     	0	0	0	0	0	0	0	0	0	0
MIR3622A    	0	0	0	0	0	0	0	0	0	0
MIR3622B    	0	0	0	0	0	0	0	0	0	0
MIR363      	0	495	0	703	1125	0	143	0	813	0
MIR3646     	0	0	0	0	0	0	0	0	0	0
MIR3647     	0	0	0	0	0	0	0	0	0	0
MIR3648     	0	0	0	4	12	0	3	0	0	0
MIR3649     	0	0	0	0	0	0	0	0	0	0
MIR365-1    	0	0	0	0	0	0	0	0	0	0
MIR365-2    	0	0	0	0	0	0	0	0	0	0
MIR3650     	0	0	0	769	0	0	3130	895	1186	1223
MIR3651     	0	0	0	0	0	0	0	0	0	0
MIR3652     	2494	2054	1876	1495	1831	604	747	311	484	321
MIR3653     	0	0	0	0	0	0	0	0	0	0
MIR3654     	0	0	0	0	0	0	0	0	0	0
MIR3655     	8989	8845	9938	7439	11664	3282	3542	2687	2870	2140
MIR3656     	0	0	0	0	0	0	0	0	0	0
MIR3658     	133	324	375	152	93	18	56	106	94	191
MIR3659     	0	0	0	0	0	0	0	0	0	0
MIR3660     	0	0	0	0	0	0	0	0	0	0
MIR3661     	14	24	0	6	11	12	14	10	6	15
MIR3662     	0	0	0	0	0	0	0	0	0	0
MIR3663     	0	0	0	0	0	0	0	0	0	0
MIR3664     	0	0	0	0	0	0	0	0	0	0
MIR3665     	0	0	0	0	0	0	0	0	0	0
MIR3666     	0	0	0	0	0	0	0	0	0	0
MIR3668     	0	0	0	0	0	0	0	0	0	0
MIR367      	0	0	0	0	0	0	0	0	0	0
MIR3671     	0	0	0	0	0	0	0	0	0	0
MIR3675     	0	0	0	0	0	0	0	0	0	0
MIR3676     	0	0	0	0	0	0	0	0	0	73
MIR3677     	0	0	0	0	0	0	0	0	0	0
MIR3678     	0	0	0	0	0	0	0	0	0	0
MIR3679     	0	0	0	0	0	0	255	0	0	0
MIR3682     	0	641	119	292	446	250	318	114	226	388
MIR3684     	0	0	0	0	0	0	0	0	0	0
MIR3685     	0	0	0	0	0	0	0	0	457	943
MIR3687     	0	0	0	0	0	0	0	0	0	0
MIR3688-1   	0	0	0	0	0	0	0	0	0	0
MIR3688-2   	0	0	0	0	0	0	0	0	0	0
MIR3689A    	0	0	0	0	0	0	0	0	0	0
MIR3689B    	0	0	0	0	0	0	0	0	0	0
MIR3689C    	0	0	0	0	0	0	0	0	0	0
MIR3689D1   	0	0	0	0	0	0	0	0	0	0
MIR3689D2   	0	0	0	0	0	0	0	0	0	0
MIR3689E    	0	0	0	0	0	0	0	0	0	0
MIR3689F    	0	0	0	0	0	0	0	0	0	0
MIR369      	0	0	0	0	0	0	0	0	0	0
MIR3690     	0	0	0	0	0	0	0	0	0	0
MIR3691     	0	0	0	0	0	0	0	0	0	0
MIR3692     	0	0	0	0	0	0	0	0	0	0
MIR371      	0	0	0	0	0	0	0	0	0	0
MIR3714     	0	0	0	0	0	0	0	0	0	0
MIR371B     	0	0	0	0	0	0	0	0	0	0
MIR372      	0	0	0	0	0	0	0	0	0	0
MIR373      	0	0	0	0	0	0	0	0	0	0
MIR374A     	0	0	0	0	0	0	0	0	0	0
MIR374B     	0	0	0	0	0	0	0	0	0	0
MIR374C     	0	0	0	0	0	0	0	0	0	0
MIR375      	0	0	0	0	0	0	0	0	0	0
MIR376A1    	0	0	0	0	0	0	0	0	0	0
MIR376A2    	0	0	0	0	0	0	0	0	0	0
MIR376B     	0	0	0	0	0	0	0	0	0	0
MIR376C     	0	0	0	0	0	0	0	0	0	0
MIR377      	0	0	0	0	0	0	0	0	0	0
MIR378C     	0	0	0	0	0	0	0	0	0	0
MIR378D1    	0	0	0	0	0	0	0	0	0	0
MIR378D2    	0	0	0	0	0	0	0	55	0	0
MIR378E     	0	0	0	0	0	0	0	0	0	0
MIR378F     	0	0	0	0	0	0	0	0	0	0
MIR379      	0	0	0	0	0	0	0	0	0	0
MIR380      	0	0	0	0	0	0	0	0	0	0
MIR381      	0	0	0	0	0	0	0	0	0	0
MIR382      	0	0	0	0	0	0	0	0	0	0
MIR383      	0	0	0	0	0	0	0	0	0	0
MIR384      	0	0	0	0	0	0	0	0	0	0
MIR3907     	0	0	0	0	0	0	0	0	0	0
MIR3908     	0	0	0	0	0	0	0	0	0	0
MIR3909     	0	0	0	0	0	0	0	0	0	0
MIR3910-1   	0	0	0	0	0	0	0	0	0	0
MIR3910-2   	0	0	0	0	0	0	0	0	0	0
MIR3911     	0	0	0	0	0	0	0	0	0	0
MIR3912     	0	0	0	0	0	0	0	0	0	0
MIR3913-1   	0	0	0	0	0	0	0	0	0	0
MIR3913-2   	0	0	0	0	0	0	0	0	0	0
MIR3914-1   	0	0	0	0	0	0	0	0	0	0
MIR3914-2   	0	0	0	0	0	0	0	0	0	0
MIR3916     	191	0	0	57	0	49	0	0	44	0
MIR3917     	309	407	1997	2428	693	559	1769	2733	1847	642
MIR3918     	0	113	0	0	0	0	0	0	0	0
MIR3919     	0	0	0	0	0	0	0	0	0	0
MIR3920     	0	0	0	0	0	0	0	0	0	0
